First Author,PubMed ID,Study accession,Publication date,Journal,Title,Trait(s),Reported trait
Lopera-Maya EA,35115690,GCST90027804,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Erysipelotrichia.o_Erysipelotrichales.f_Erysipelotrichaceae.g_Holdemania.s_Holdemania_filiformis)
Lopera-Maya EA,35115690,GCST90027805,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Erysipelotrichia.o_Erysipelotrichales.f_Erysipelotrichaceae.g_Holdemania.s_Holdemania_unclassified)
Lopera-Maya EA,35115690,GCST90027806,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Acidaminococcaceae.g_Phascolarctobacterium.s_Phascolarctobacterium_succinatutens)
Lopera-Maya EA,35115690,GCST90027807,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Veillonellaceae.g_Dialister.s_Dialister_invisus)
Lopera-Maya EA,35115690,GCST90027808,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Veillonellaceae.g_Veillonella.s_Veillonella_unclassified)
Lopera-Maya EA,35115690,GCST90027809,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Burkholderiales_noname.g_Burkholderiales_noname.s_Burkholderiales_bacterium_1_1_47)
Lopera-Maya EA,35115690,GCST90027810,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Oxalobacteraceae.g_Oxalobacter.s_Oxalobacter_formigenes)
Lopera-Maya EA,35115690,GCST90027811,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Sutterellaceae.g_Parasutterella.s_Parasutterella_excrementihominis)
Lopera-Maya EA,35115690,GCST90027812,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Sutterellaceae.g_Sutterella.s_Sutterella_wadsworthensis)
Lopera-Maya EA,35115690,GCST90027813,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Proteobacteria.c_Deltaproteobacteria.o_Desulfovibrionales.f_Desulfovibrionaceae.g_Bilophila.s_Bilophila_unclassified)
Lopera-Maya EA,35115690,GCST90027814,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Proteobacteria.c_Deltaproteobacteria.o_Desulfovibrionales.f_Desulfovibrionaceae.g_Bilophila.s_Bilophila_wadsworthia)
Lopera-Maya EA,35115690,GCST90027815,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Proteobacteria.c_Deltaproteobacteria.o_Desulfovibrionales.f_Desulfovibrionaceae.g_Desulfovibrio.s_Desulfovibrio_piger)
Lopera-Maya EA,35115690,GCST90027816,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Proteobacteria.c_Gammaproteobacteria.o_Enterobacteriales.f_Enterobacteriaceae.g_Escherichia.s_Escherichia_coli)
Lopera-Maya EA,35115690,GCST90027817,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Proteobacteria.c_Gammaproteobacteria.o_Enterobacteriales.f_Enterobacteriaceae.g_Escherichia.s_Escherichia_unclassified)
Lopera-Maya EA,35115690,GCST90027818,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Proteobacteria.c_Gammaproteobacteria.o_Pasteurellales.f_Pasteurellaceae.g_Haemophilus.s_Haemophilus_parainfluenzae)
Lopera-Maya EA,35115690,GCST90027819,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Verrucomicrobia.c_Verrucomicrobiae.o_Verrucomicrobiales.f_Verrucomicrobiaceae.g_Akkermansia.s_Akkermansia_muciniphila)
Lopera-Maya EA,35115690,GCST90027820,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales.f_Bacteroidaceae.g_Bacteroides.s_Bacteroides_caccae)
Lopera-Maya EA,35115690,GCST90027771,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales.f_Prevotellaceae.g_Paraprevotella.s_Paraprevotella_clara)
Lopera-Maya EA,35115690,GCST90027772,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales.f_Prevotellaceae.g_Paraprevotella.s_Paraprevotella_unclassified)
Lopera-Maya EA,35115690,GCST90027773,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales.f_Prevotellaceae.g_Paraprevotella.s_Paraprevotella_xylaniphila)
Lopera-Maya EA,35115690,GCST90027774,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales.f_Prevotellaceae.g_Prevotella.s_Prevotella_copri)
Lopera-Maya EA,35115690,GCST90027775,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales.f_Rikenellaceae.g_Alistipes.s_Alistipes_finegoldii)
Lopera-Maya EA,35115690,GCST90027776,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales.f_Rikenellaceae.g_Alistipes.s_Alistipes_indistinctus)
Lopera-Maya EA,35115690,GCST90027777,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales.f_Rikenellaceae.g_Alistipes.s_Alistipes_onderdonkii)
Lopera-Maya EA,35115690,GCST90027778,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales.f_Rikenellaceae.g_Alistipes.s_Alistipes_putredinis)
Lopera-Maya EA,35115690,GCST90027779,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales.f_Rikenellaceae.g_Alistipes.s_Alistipes_senegalensis)
Lopera-Maya EA,35115690,GCST90027780,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales.f_Rikenellaceae.g_Alistipes.s_Alistipes_shahii)
Lopera-Maya EA,35115690,GCST90027781,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales.f_Rikenellaceae.g_Alistipes.s_Alistipes_sp_AP11)
Lopera-Maya EA,35115690,GCST90027782,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Bacilli.o_Lactobacillales.f_Lactobacillaceae.g_Lactobacillus.s_Lactobacillus_delbrueckii)
Lopera-Maya EA,35115690,GCST90027783,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Bacilli.o_Lactobacillales.f_Streptococcaceae.g_Streptococcus.s_Streptococcus_parasanguinis)
Lopera-Maya EA,35115690,GCST90027784,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Bacilli.o_Lactobacillales.f_Streptococcaceae.g_Streptococcus.s_Streptococcus_salivarius)
Lopera-Maya EA,35115690,GCST90027785,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Bacilli.o_Lactobacillales.f_Streptococcaceae.g_Streptococcus.s_Streptococcus_thermophilus)
Lopera-Maya EA,35115690,GCST90027786,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Clostridiaceae.g_Clostridium.s_Clostridium_asparagiforme)
Lopera-Maya EA,35115690,GCST90027787,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Clostridiaceae.g_Clostridium.s_Clostridium_leptum)
Lopera-Maya EA,35115690,GCST90027788,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Clostridiales_noname.g_Flavonifractor.s_Flavonifractor_plautii)
Lopera-Maya EA,35115690,GCST90027789,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Clostridiales_noname.g_Pseudoflavonifractor.s_Pseudoflavonifractor_capillosus)
Lopera-Maya EA,35115690,GCST90027790,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Eubacteriaceae.g_Eubacterium.s_Eubacterium_eligens)
Lopera-Maya EA,35115690,GCST90027791,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Eubacteriaceae.g_Eubacterium.s_Eubacterium_hallii)
Lopera-Maya EA,35115690,GCST90027792,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Eubacteriaceae.g_Eubacterium.s_Eubacterium_ramulus)
Lopera-Maya EA,35115690,GCST90027793,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Eubacteriaceae.g_Eubacterium.s_Eubacterium_rectale)
Lopera-Maya EA,35115690,GCST90027794,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Eubacteriaceae.g_Eubacterium.s_Eubacterium_siraeum)
Lopera-Maya EA,35115690,GCST90027795,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Eubacteriaceae.g_Eubacterium.s_Eubacterium_ventriosum)
Lopera-Maya EA,35115690,GCST90027746,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Proteobacteria.c_Gammaproteobacteria.o_Pasteurellales)
Lopera-Maya EA,35115690,GCST90027747,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Verrucomicrobia.c_Verrucomicrobiae.o_Verrucomicrobiales)
Lopera-Maya EA,35115690,GCST90027748,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Actinobacteria)
Lopera-Maya EA,35115690,GCST90027749,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Bacteroidetes)
Lopera-Maya EA,35115690,GCST90027750,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes)
Lopera-Maya EA,35115690,GCST90027751,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Proteobacteria)
Lopera-Maya EA,35115690,GCST90027752,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Verrucomicrobia)
Lopera-Maya EA,35115690,GCST90027753,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Actinobacteria.c_Actinobacteria.o_Actinomycetales.f_Micrococcaceae.g_Rothia.s_Rothia_mucilaginosa)
Lopera-Maya EA,35115690,GCST90027754,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Actinobacteria.c_Actinobacteria.o_Bifidobacteriales.f_Bifidobacteriaceae.g_Bifidobacterium.s_Bifidobacterium_adolescentis)
